ID;INSEE_COM;INSEE_DEP;INSEE_REG;CODE_EPCI;NOM_COM_M;POPULATION;Nb_Ventes;PrixMoyen_M2;nb_digits_code_INSEE;code_commune_n
COMMUNE_0000000009760754;32216;32;76;200072320.0;LOURTIES MONBRUN;152;;;5;32216
COMMUNE_0000000009756744;47033;47;75;200036523.0;BOUDY DE BEAUREGARD;412;4.0;1421.0;5;47033
COMMUNE_0000000009760252;32009;32;76;243200425.0;ARMOUS ET CAU;86;;;5;32009
COMMUNE_0000000009754403;38225;38;84;243801024.0;AUTRANS MEAUDRE EN VERCORS;2969;47.0;2667.0;5;38225
COMMUNE_0000000009727903;62890;62;32;200044030.0;WILLEMAN;182;3.0;967.0;5;62890
COMMUNE_0000000009732421;8018;8;44;240800920.0;ARDEUIL ET MONTFAUXELLES;70;2.0;945.0;5;08018
COMMUNE_0000000009759331;32113;32;76;243200409.0;CRAVENCERES;92;;;5;32113
COMMUNE_0000000009741242;10319;10;44;241000447.0;RIGNY LE FERRON;366;9.0;678.0;5;10319
COMMUNE_0000000009751252;42070;42;84;244200630.0;CORDELLE;903;18.0;1346.0;5;42070
COMMUNE_0000000009758465;6097;6;93;200039931.0;PIERREFEU;315;1.0;2114.0;5;06097
COMMUNE_0000000009762857;31046;31;76;200072635.0;BAREN;12;;;5;31046
COMMUNE_0000000009749135;71524;71;27;200040293.0;SIVIGNON;167;2.0;1598.0;5;71524
COMMUNE_0000000009740248;53245;53;52;245300355.0;SAINT PIERRE DES LANDES;942;16.0;1014.0;5;53245
COMMUNE_0000000009738405;78269;78;11;200073344.0;GAZERAN;1283;16.0;3202.0;5;78269
COMMUNE_0000000009733716;50181;50;28;200067031.0;FEUGERES;340;3.0;1023.0;5;50181
COMMUNE_0000000009755238;38342;38;84;200030658.0;ROISSARD;300;1.0;2026.0;5;38342
COMMUNE_0000000009752658;16388;16;75;200071827.0;TROIS PALIS;953;10.0;1647.0;5;16388
COMMUNE_0000000009737191;50126;50;28;200069425.0;CHAVOY;127;2.0;1587.0;5;50126
COMMUNE_0000000009746928;25541;25;27;242504488.0;SEPTFONTAINES;367;;;5;25541
COMMUNE_0000000009733847;55232;55;44;245501176.0;HARVILLE;118;;;5;55232
COMMUNE_0000000009760450;31547;31;76;200068641.0;SEYSSES;8787;62.0;2193.0;5;31547
COMMUNE_0000000009754981;33332;33;75;200070092.0;PORCHERES;896;19.0;1301.0;5;33332
COMMUNE_0000000009732277;14107;14;28;200066801.0;BRICQUEVILLE;180;;;5;14107
COMMUNE_0000000009741819;88311;88;44;200068757.0;MONTMOTIER;48;1.0;610.0;5;88311
COMMUNE_0000000009731260;55364;55;44;200066132.0;MOUZAY;705;2.0;610.0;5;55364
COMMUNE_0000000009757703;47075;47;75;200023307.0;CROIX BLANCHE;1013;14.0;1558.0;5;47075
COMMUNE_0000000009747965;18063;18;24;200027076.0;CHAVANNES;175;;;5;18063
COMMUNE_0000000009757075;7110;7;84;240700302.0;JOYEUSE;1709;15.0;2008.0;5;07110
COMMUNE_0000000009729624;2535;2;32;240200444.0;NAMPCELLES LA COUR;121;;;5;02535
COMMUNE_0000000009760544;64355;64;75;200067239.0;LOUVIGNY;140;;;5;64355
COMMUNE_0000000009743257;41123;41;24;200055481.0;MARCHENOIR;649;10.0;892.0;5;41123
COMMUNE_0000000009748315;71505;71;27;247104094.0;SAVIANGES;75;;;5;71505
COMMUNE_0000000009732834;57204;57;44;200067957.0;FAILLY;501;;;5;57204
COMMUNE_0000000009755646;33200;33;75;243300316.0;HAILLAN;10886;125.0;3486.0;5;33200
COMMUNE_0000000009728493;62840;62;32;200035442.0;VELU;136;1.0;714.0;5;62840
COMMUNE_0000000009750355;86159;86;75;200070043.0;MILLAC;554;8.0;799.0;5;86159
COMMUNE_0000000009747841;39085;39;27;200069623.0;CERNIEBAUD;87;;;5;39085
COMMUNE_0000000009754759;24032;24;75;200040095.0;BEAURONNE;368;3.0;800.0;5;24032
COMMUNE_0000000009758014;82113;82;76;248200057.0;MOLIERES;1170;10.0;1327.0;5;82113
COMMUNE_0000000009746891;49195;49;52;200071678.0;MAZIERES EN MAUGES;1154;9.0;1794.0;5;49195
COMMUNE_0000000009750243;69242;69;84;200067817.0;TAPONAS;972;7.0;2551.0;5;69242
COMMUNE_0000000009755223;38489;38;84;200040657.0;SIEVOZ;138;1.0;1202.0;5;38489
COMMUNE_0000000009727899;62396;62;32;200069672.0;GUINECOURT;18;;;5;62396
COMMUNE_0000000009758795;12042;12;76;200067155.0;CALMELS ET LE VIALA;210;;;5;12042
COMMUNE_0000000009742759;70295;70;27;247000854.0;LANTERNE ET LES ARMONTS;210;2.0;2371.0;5;70295
COMMUNE_0000000009757472;12202;12;76;241200187.0;RODEZ;23739;122.0;1684.0;5;12202
COMMUNE_0000000009732034;2091;2;32;240200501.0;BLANZY LES FISMES;112;;;5;02091
COMMUNE_0000000009750082;23143;23;75;200067510.0;NOTH;507;6.0;874.0;5;23143
COMMUNE_0000000009741908;45113;45;24;200067668.0;COURTEMAUX;265;5.0;813.0;5;45113
COMMUNE_0000000009733715;50232;50;28;200067023.0;HAUTEVILLE LA GUICHARD;469;3.0;882.0;5;50232
COMMUNE_0000000009752093;63219;63;84;200069169.0;MAZAYE;727;3.0;1292.0;5;63219
COMMUNE_0000000009759265;81220;81;76;200066124.0;RABASTENS;5565;63.0;1846.0;5;81220
COMMUNE_0000000009736326;57382;57;44;200068146.0;LANGATTE;558;;;5;57382
COMMUNE_0000000009733095;27529;27;28;200035665.0;SAINT CYR LA CAMPAGNE;425;;;5;27529
COMMUNE_0000000009730153;76268;76;28;200084952.0;FONGUEUSEMARE;190;3.0;1561.0;5;76268
COMMUNE_0000000009740042;52065;52;44;200044253.0;BOUZANCOURT;65;;;5;52065
COMMUNE_0000000009757626;30159;30;76;200066918.0;MARTINET;778;11.0;1456.0;5;30159
COMMUNE_0000000009731177;50341;50;28;200067205.0;MONTEBOURG;2085;19.0;1402.0;5;50341
COMMUNE_0000000009737726;67108;67;44;246701064.0;DUPPIGHEIM;1587;;;5;67108
COMMUNE_0000000009762320;11207;11;76;200071926.0;LOUPIA;241;2.0;1473.0;5;11207
COMMUNE_0000000009740912;77333;77;11;200023240.0;NEMOURS;13172;142.0;1988.0;5;77333
COMMUNE_0000000009759313;32329;32;76;243200391.0;PRECHAC;179;;;5;32329
COMMUNE_0000000009728396;80697;80;32;200070951.0;SAINT ACHEUL;26;;;5;80697
COMMUNE_0000000009729945;2306;2;32;200040426.0;FERTE CHEVRESIS;558;5.0;791.0;5;02306
COMMUNE_0000000009760963;31165;31;76;200068641.0;EAUNES;6091;47.0;2168.0;5;31165
COMMUNE_0000000009758415;82054;82;76;248200016.0;ESPALAIS;395;9.0;1020.0;5;82054
COMMUNE_0000000009754258;43148;43;84;200073393.0;PAULHAGUET;875;1.0;769.0;5;43148
COMMUNE_0000000009735397;55532;55;44;200066140.0;VAUBECOURT;316;;;5;55532
COMMUNE_0000000009734401;51498;51;44;200042703.0;SAINT MARD SUR AUVE;64;2.0;1512.0;5;51498
COMMUNE_0000000009759084;32457;32;76;243200391.0;URDENS;288;1.0;1800.0;5;32457
COMMUNE_0000000009733870;55416;55;44;200066116.0;RARECOURT;215;;;5;55416
COMMUNE_0000000009762994;65384;65;76;246500573.0;SAILHAN;159;1.0;3903.0;5;65384
COMMUNE_0000000009728852;80793;80;32;200071223.0;VIGNACOURT;2361;25.0;1546.0;5;80793
COMMUNE_0000000009757490;46329;46;76;244600532.0;VAYLATS;318;1.0;2000.0;5;46329
COMMUNE_0000000009743148;52374;52;44;200070332.0;PAILLY;285;;;5;52374
COMMUNE_0000000009758075;4202;4;93;200068625.0;SAUSSES;124;6.0;1844.0;5;04202
COMMUNE_0000000009737907;77031;77;11;200072874.0;BERNAY VILBERT;828;11.0;3532.0;5;77031
COMMUNE_0000000009742619;72125;72;52;200072692.0;ECORPAIN;295;5.0;1005.0;5;72125
COMMUNE_0000000009747048;18286;18;24;241800374.0;VILLEQUIERS;483;7.0;979.0;5;18286
COMMUNE_0000000009738762;10207;10;44;200070126.0;LONGUEVILLE SUR AUBE;124;;;5;10207
COMMUNE_0000000009731545;57666;57;44;245701362.0;TERVILLE;6929;;;5;57666
COMMUNE_0000000009743368;56181;56;53;200042174.0;PORT LOUIS;2626;46.0;2385.0;5;56181
COMMUNE_0000000009739692;77523;77;11;200040251.0;VILLUIS;271;5.0;1226.0;5;77523
COMMUNE_0000000009760700;31249;31;76;243100633.0;LABASTIDE BEAUVOIR;1278;9.0;2040.0;5;31249
COMMUNE_0000000009763413;2A100;2A;94;200067049.0;CRISTINACCE;60;;;5;2A100
COMMUNE_0000000009738240;54437;54;44;245400171.0;PULLIGNY;1174;8.0;1380.0;5;54437
COMMUNE_0000000009739351;28401;28;24;200070167.0;VAUPILLON;454;10.0;1341.0;5;28401
COMMUNE_0000000009740508;77313;77;11;247700107.0;MONTMACHOUX;241;3.0;1988.0;5;77313
COMMUNE_0000000009752840;63161;63;84;200070761.0;FORIE;322;1.0;492.0;5;63161
COMMUNE_0000000009745889;25162;25;27;200041887.0;CORCELLES FERRIERES;199;;;5;25162
COMMUNE_0000000009752590;63395;63;84;200069177.0;SAINT SANDOUX;948;5.0;1822.0;5;63395
COMMUNE_0000000009733750;57188;57;44;200069441.0;EGUELSHARDT;428;;;5;57188
COMMUNE_0000000009744750;70446;70;27;200036549.0;RIGNY;590;3.0;1161.0;5;70446
COMMUNE_0000000009758602;81051;81;76;200066124.0;CAHUZAC SUR VERE;1144;14.0;1690.0;5;81051
COMMUNE_0000000009758420;32358;32;76;248200016.0;SAINT ANTOINE;204;;;5;32358
COMMUNE_0000000009743096;70294;70;27;200041861.0;LANTENOT;352;4.0;1267.0;5;70294
COMMUNE_0000000009729538;76504;76;28;200069839.0;PLEINE SEVE;138;4.0;1324.0;5;76504
COMMUNE_0000000009742238;45219;45;24;200067676.0;MOULON;198;5.0;1028.0;5;45219
COMMUNE_0000000009742279;41024;41;24;244100293.0;BOURSAY;169;3.0;634.0;5;41024
COMMUNE_0000000009730761;76433;76;28;247600620.0;MESNIL PANNEVILLE;710;2.0;1760.0;5;76433
COMMUNE_0000000009728666;80216;80;32;248000747.0;COURCELETTE;153;3.0;1280.0;5;80216
COMMUNE_0000000009732944;51581;51;44;200067213.0;TRESLON;239;1.0;2016.0;5;51581
COMMUNE_0000000009747992;86086;86;75;248600413.0;COUSSAY LES BOIS;997;4.0;953.0;5;86086
COMMUNE_0000000009727696;62274;62;32;246200299.0;DOURGES;5828;28.0;1383.0;5;62274
COMMUNE_0000000009749559;1320;1;84;200071371.0;REPLONGES;3702;27.0;1771.0;5;01320
COMMUNE_0000000009733661;14383;14;28;200065597.0;LOUVIGNY;2771;5.0;2233.0;5;14383
COMMUNE_0000000009760693;31137;31;76;200071298.0;CESSALES;173;1.0;2349.0;5;31137
COMMUNE_0000000009753279;38046;38;84;243801073.0;BIZONNES;948;3.0;1171.0;5;38046
COMMUNE_0000000009754107;19253;19;75;200043172.0;SEGONZAC;224;3.0;990.0;5;19253
COMMUNE_0000000009762703;9300;9;76;200067791.0;SOULA;183;3.0;1443.0;5;09300
COMMUNE_0000000009730583;8046;8;44;200043156.0;BANOGNE RECOUVRANCE;157;4.0;694.0;5;08046
COMMUNE_0000000009744669;68190;68;44;200066041.0;LUCELLE;35;;;5;68190
COMMUNE_0000000009759623;6140;6;93;200039857.0;TIGNET;3228;15.0;3562.0;5;06140
COMMUNE_0000000009742606;41216;41;24;200040772.0;SAINT JEAN FROIDMENTEL;542;7.0;1258.0;5;41216
COMMUNE_0000000009754865;43157;43;84;200073419.0;PUY EN VELAY;19115;198.0;1359.0;5;43157
COMMUNE_0000000009729897;8076;8;44;240800862.0;BOULZICOURT;961;;;5;08076
COMMUNE_0000000009745019;70104;70;27;247000698.0;BUCEY LES GY;601;3.0;1094.0;5;70104
COMMUNE_0000000009760709;31162;31;76;243100633.0;DONNEVILLE;1020;6.0;2674.0;5;31162
COMMUNE_0000000009760712;31421;31;76;200068641.0;PINS JUSTARET;4384;22.0;2274.0;5;31421
COMMUNE_0000000009729871;8343;8;44;200041630.0;POURU SAINT REMY;1179;5.0;880.0;5;08343
COMMUNE_0000000009732025;2453;2;32;240200576.0;MAIZY;416;6.0;1421.0;5;02453
COMMUNE_0000000009738328;10291;10;44;200006716.0;PLESSIS BARBUISE;196;;;5;10291
COMMUNE_0000000009727225;62758;62;32;246200729.0;SAINT MARTIN BOULOGNE;11320;93.0;1707.0;5;62758
COMMUNE_0000000009727675;59109;59;32;200042190.0;BRILLON;721;7.0;1792.0;5;59109
COMMUNE_0000000009748805;86024;86;75;200069854.0;BERUGES;1424;14.0;1588.0;5;86024
COMMUNE_0000000009736226;50326;50;28;200067023.0;MESNIL VILLEMAN;237;4.0;1151.0;5;50326
COMMUNE_0000000009749965;1150;1;84;200071751.0;DROM;217;2.0;1442.0;5;01150
COMMUNE_0000000009761285;65213;65;76;200070795.0;GUIZERIX;125;;;5;65213
COMMUNE_0000000009743077;90088;90;27;200069060.0;ROUGEGOUTTE;983;5.0;1226.0;5;90088
COMMUNE_0000000009743334;44148;44;52;200072726.0;RUFFIGNE;708;9.0;937.0;5;44148
COMMUNE_0000000009740104;89460;89;27;248900896.0;VILLENEUVE LA GUYARD;3444;44.0;1728.0;5;89460
COMMUNE_0000000009729483;76598;76;28;200069722.0;SAINT LEGER AUX BOIS;501;4.0;1229.0;5;76598
COMMUNE_0000000009751223;69122;69;84;200040574.0;LUCENAY;1820;15.0;3031.0;5;69122
COMMUNE_0000000009751506;69032;69;84;246900625.0;BULLY;2021;20.0;2289.0;5;69032
COMMUNE_0000000009759146;6128;6;93;240600585.0;SAINT PAUL DE VENCE;3456;55.0;5304.0;5;06128
COMMUNE_0000000009756946;46280;46;76;200023737.0;SAINT MEDARD;173;;;5;46280
COMMUNE_0000000009750964;1353;1;84;200042497.0;SAINTE EUPHEMIE;1657;9.0;2624.0;5;01353
COMMUNE_0000000009740318;67011;67;44;200030526.0;ARTOLSHEIM;995;;;5;67011
COMMUNE_0000000009738959;35271;35;53;200072452.0;SAINT GEORGES DE REINTEMBAULT;1527;14.0;928.0;5;35271
COMMUNE_0000000009730719;76332;76;28;200069730.0;GRUMESNIL;449;4.0;1158.0;5;76332
COMMUNE_0000000009758233;40158;40;75;200035541.0;LOSSE;272;2.0;881.0;5;40158
COMMUNE_0000000009737695;29105;29;53;242900751.0;LANDIVISIAU;9123;89.0;1245.0;5;29105
COMMUNE_0000000009759069;82043;82;76;200066652.0;COMBEROUGER;281;2.0;2531.0;5;82043
COMMUNE_0000000009729000;80523;80;32;248000747.0;MEAULTE;1266;15.0;1487.0;5;80523
COMMUNE_0000000009739579;88449;88;44;200068757.0;SAVIGNY;188;3.0;1176.0;5;88449
COMMUNE_0000000009727252;59195;59;32;245900410.0;ENGLOS;606;9.0;2852.0;5;59195
COMMUNE_0000000009749063;74172;74;84;200071967.0;MAXILLY SUR LEMAN;1365;11.0;3227.0;5;74172
COMMUNE_0000000009729260;80732;80;32;200071181.0;SENARPONT;664;10.0;1259.0;5;80732
COMMUNE_0000000009731018;60538;60;32;246000855.0;RICQUEBOURG;283;3.0;1403.0;5;60538
COMMUNE_0000000009748460;39109;39;27;243900719.0;CHAREZIER;172;;;5;39109
COMMUNE_0000000009735010;95277;95;11;200055655.0;GONESSE;26336;188.0;2820.0;5;95277
COMMUNE_0000000009732820;57172;57;44;200067650.0;DENTING;270;;;5;57172
COMMUNE_0000000009728383;62404;62;32;200069482.0;HALLOY;225;3.0;1141.0;5;62404
COMMUNE_0000000009745116;58011;58;27;200067429.0;ARMES;291;4.0;565.0;5;58011
COMMUNE_0000000009754457;43187;43;84;200073419.0;SAINT GENEYS PRES SAINT PAULIEN;313;1.0;734.0;5;43187
COMMUNE_0000000009730341;80170;80;32;200070977.0;CANTIGNY;116;;;5;80170
COMMUNE_0000000009736669;61444;61;28;200035814.0;SAINT PHILBERT SUR ORNE;112;1.0;1010.0;5;61444
COMMUNE_0000000009754979;24329;24;75;200040384.0;PIZOU;1312;14.0;1232.0;5;24329
COMMUNE_0000000009748874;39207;39;27;243901071.0;ECRILLE;85;;;5;39207
COMMUNE_0000000009739233;10131;10;44;200070126.0;DROUPT SAINT BASLE;352;3.0;944.0;5;10131
COMMUNE_0000000009727932;62602;62;32;200069029.0;NEMPONT SAINT FIRMIN;193;5.0;1250.0;5;62602
COMMUNE_0000000009738373;91174;91;11;200059228.0;CORBEIL ESSONNES;51049;726.0;2499.0;5;91174
COMMUNE_0000000009746976;21475;21;27;242101509.0;PAGNY LE CHATEAU;511;1.0;359.0;5;21475
COMMUNE_0000000009734420;51007;51;44;245100615.0;AMBONNAY;976;13.0;1775.0;5;51007
COMMUNE_0000000009738455;61301;61;28;200035111.0;NEAUPHE SOUS ESSAI;210;1.0;932.0;5;61301
COMMUNE_0000000009735292;57703;57;44;200068146.0;VECKERSVILLER;237;;;5;57703
COMMUNE_0000000009728884;80373;80;32;247600588.0;GAMACHES;2596;22.0;1112.0;5;80373
COMMUNE_0000000009743814;70581;70;27;247000664.0;VY LES LURE;662;5.0;1065.0;5;70581
COMMUNE_0000000009736004;77062;77;11;247700594.0;CARNETIN;454;9.0;2874.0;5;77062
COMMUNE_0000000009737308;54030;54;44;200069433.0;AUTREPIERRE;81;;;5;54030
COMMUNE_0000000009735021;95585;95;11;200055655.0;SARCELLES;57781;303.0;2435.0;5;95585
COMMUNE_0000000009728547;80310;80;32;200070951.0;FIENVILLERS;679;7.0;1416.0;5;80310
COMMUNE_0000000009738081;50155;50;28;200069425.0;CROLLON;301;1.0;743.0;5;50155
COMMUNE_0000000009747856;39481;39;27;200069623.0;SAINT GERMAIN EN MONTAGNE;423;1.0;1841.0;5;39481
COMMUNE_0000000009745580;25273;25;27;242504447.0;GLAMONDANS;214;;;5;25273
COMMUNE_0000000009739449;22056;22;53;200068989.0;EVRAN;1705;19.0;1520.0;5;22056
COMMUNE_0000000009748755;3313;3;84;240300558.0;VILHAIN;268;2.0;456.0;5;03313
COMMUNE_0000000009761084;64306;64;75;200039204.0;LAHOURCADE;696;1.0;1345.0;5;64306
COMMUNE_0000000009740122;77471;77;11;200072346.0;TOUSSON;390;7.0;1976.0;5;77471
COMMUNE_0000000009752943;17175;17;75;200041523.0;GERMIGNAC;663;3.0;1326.0;5;17175
COMMUNE_0000000009729394;2296;2;32;240200493.0;ETREILLERS;1214;2.0;1321.0;5;02296
COMMUNE_0000000009739496;29141;29;53;200067197.0;LOQUEFFRET;359;4.0;935.0;5;29141
COMMUNE_0000000009762254;65395;65;76;200069300.0;SAINT PE DE BIGORRE;1159;5.0;1143.0;5;65395
COMMUNE_0000000009756425;7315;7;84;200039824.0;SOUCHE;368;5.0;2283.0;5;07315
COMMUNE_0000000009754681;15032;15;84;200066637.0;CELOUX;66;;;5;15032
COMMUNE_0000000009744995;25430;25;27;242504447.0;OLLANS;38;1.0;1111.0;5;25430
COMMUNE_0000000009754014;42139;42;84;244200622.0;MARLHES;1298;12.0;1577.0;5;42139
COMMUNE_0000000009760641;34149;34;76;200071058.0;MARGON;670;9.0;1535.0;5;34149
COMMUNE_0000000009747256;58111;58;27;200067890.0;FACHIN;111;5.0;942.0;5;58111
COMMUNE_0000000009748495;71528;71;27;200071579.0;SORNAY;2049;17.0;1338.0;5;71528
COMMUNE_0000000009739833;53154;53;52;245300389.0;MONTAUDIN;906;9.0;1109.0;5;53154
COMMUNE_0000000009753149;19250;19;75;241927243.0;SALON LA TOUR;652;6.0;1208.0;5;19250
COMMUNE_0000000009761852;64275;64;75;200067106.0;ISPOURE;673;2.0;1067.0;5;64275
COMMUNE_0000000009751924;17262;17;75;241700517.0;NIEUL LES SAINTES;1221;14.0;1873.0;5;17262
COMMUNE_0000000009756607;26152;26;84;242600534.0;JONCHERES;29;;;5;26152
COMMUNE_0000000009743810;70544;70;27;247000714.0;VERGENNE;120;;;5;70544
COMMUNE_0000000009739411;53127;53;52;200055887.0;LASSAY LES CHATEAUX;2293;24.0;1013.0;5;53127
COMMUNE_0000000009727542;59511;59;32;200042190.0;ROSULT;1908;15.0;2166.0;5;59511
COMMUNE_0000000009760913;34054;34;76;200066348.0;CASSAGNOLES;100;;;5;34054
COMMUNE_0000000009760690;31519;31;76;200071298.0;SAINT VINCENT;192;;;5;31519
COMMUNE_0000000009754721;19063;19;75;200043172.0;COSNAC;2984;37.0;2848.0;5;19063
COMMUNE_0000000009730498;50599;50;28;200067205.0;TOLLEVAST;1510;12.0;2084.0;5;50599
COMMUNE_0000000009738876;28034;28;24;200033181.0;BERCHERES SAINT GERMAIN;831;11.0;1894.0;5;28034
COMMUNE_0000000009750969;1030;1;84;200042497.0;BEAUREGARD;885;8.0;1938.0;5;01030
COMMUNE_0000000009753582;63091;63;84;200070407.0;CHARBONNIER LES MINES;896;8.0;1131.0;5;63091
COMMUNE_0000000009758786;12082;12;76;241200906.0;COUVERTOIRADE;186;;;5;12082
COMMUNE_0000000009754564;17366;17;75;200041523.0;SAINT MARTIN DE COUX;457;6.0;1030.0;5;17366
COMMUNE_0000000009742761;70172;70;27;247000755.0;CORBIERE;106;;;5;70172
COMMUNE_0000000009738173;67223;67;44;246701080.0;INNENHEIM;1186;;;5;67223
COMMUNE_0000000009756767;33453;33;75;200044394.0;SAINT MICHEL DE LAPUJADE;224;2.0;895.0;5;33453
COMMUNE_0000000009737076;28405;28;24;200040277.0;VERT EN DROUAIS;1100;19.0;1950.0;5;28405
COMMUNE_0000000009729643;2096;2;32;240200469.0;BOIS LES PARGNY;203;1.0;1325.0;5;02096
COMMUNE_0000000009735274;67068;67;44;200067783.0;BUSWILLER;271;;;5;67068
COMMUNE_0000000009762505;11044;11;76;200035863.0;BOUISSE;95;;;5;11044
COMMUNE_0000000009742330;53082;53;52;200048551.0;COURBEVEILLE;640;8.0;1341.0;5;53082
COMMUNE_0000000009751590;23227;23;75;200067189.0;SAINT PARDOUX MORTEROLLES;204;3.0;578.0;5;23227
COMMUNE_0000000009763325;66157;66;76;246600464.0;RAILLEU;30;;;5;66157
COMMUNE_0000000009740917;77016;77;11;200023240.0;BAGNEAUX SUR LOING;1686;13.0;1898.0;5;77016
COMMUNE_0000000009735602;27447;27;28;242700276.0;VAL DORE;919;2.0;2260.0;5;27447
COMMUNE_0000000009751723;73149;73;84;247300262.0;LUCEY;317;;;5;73149
COMMUNE_0000000009733464;2718;2;32;200071991.0;SILLY LA POTERIE;129;2.0;607.0;5;02718
COMMUNE_0000000009762431;65239;65;76;200070787.0;LABASTIDE;162;1.0;2644.0;5;65239
COMMUNE_0000000009760389;34229;34;76;200066348.0;RIOLS;758;11.0;1251.0;5;34229
COMMUNE_0000000009751879;16416;16;75;200072049.0;VITRAC SAINT VINCENT;517;8.0;735.0;5;16416
COMMUNE_0000000009752871;63111;63;84;200070407.0;CLEMENSAT;117;1.0;1042.0;5;63111
COMMUNE_0000000009743100;70250;70;27;200041861.0;FRANCHEVELLE;417;9.0;1390.0;5;70250
COMMUNE_0000000009749520;1135;1;84;240100750.0;CROZET;2126;21.0;4297.0;5;01135
COMMUNE_0000000009737664;22242;22;53;200069391.0;PLURIEN;1509;20.0;1683.0;5;22242
COMMUNE_0000000009749725;74094;74;84;200011773.0;CRANVES SALES;6685;11.0;4136.0;5;74094
COMMUNE_0000000009747452;71207;71;27;247100647.0;FRETTERANS;286;3.0;779.0;5;71207
COMMUNE_0000000009747329;37190;37;24;200072668.0;PUSSIGNY;169;1.0;753.0;5;37190
COMMUNE_0000000009728974;80435;80;32;200037059.0;HESBECOURT;56;;;5;80435
COMMUNE_0000000009758785;30064;30;76;243000270.0;CAMPESTRE ET LUC;103;1.0;1381.0;5;30064
COMMUNE_0000000009750511;42127;42;84;200035731.0;MABLY;7689;72.0;1577.0;5;42127
COMMUNE_0000000009761526;65126;65;76;200070795.0;CAMPUZAN;163;3.0;1088.0;5;65126
COMMUNE_0000000009727783;59264;59;32;200043396.0;GOGNIES CHAUSSEE;765;6.0;1192.0;5;59264
COMMUNE_0000000009760303;64296;64;75;200039204.0;LACADEE;159;;;5;64296
COMMUNE_0000000009739673;10230;10;44;200069250.0;MERGEY;696;7.0;1696.0;5;10230
COMMUNE_0000000009758372;81254;81;76;200040905.0;SAINT JEAN DE MARCEL;368;;;5;81254
COMMUNE_0000000009739175;52004;52;44;200044253.0;AINGOULAINCOURT;13;;;5;52004
COMMUNE_0000000009738641;54331;54;44;200070324.0;MAGNIERES;290;;;5;54331
COMMUNE_0000000009749222;86290;86;75;200043628.0;VILLEDIEU DU CLAIN;1591;12.0;1415.0;5;86290
COMMUNE_0000000009746780;58076;58;27;200067882.0;CHOUGNY;76;;;5;58076
COMMUNE_0000000009734567;78437;78;11;200059889.0;MOUSSEAUX SUR SEINE;687;16.0;2726.0;5;78437
COMMUNE_0000000009728404;80440;80;32;200070951.0;HIERMONT;151;1.0;570.0;5;80440
COMMUNE_0000000009730874;54212;54;44;200043693.0;FRESNOIS LA MONTAGNE;410;1.0;833.0;5;54212
COMMUNE_0000000009736193;61447;61;28;200035814.0;SAINT PIERRE DU REGARD;1437;10.0;1100.0;5;61447
COMMUNE_0000000009728359;62689;62;32;200033579.0;RANSART;411;1.0;1291.0;5;62689
COMMUNE_0000000009752876;63397;63;84;200069169.0;SAINT SAUVES D AUVERGNE;1128;6.0;1240.0;5;63397
COMMUNE_0000000009727329;59346;59;32;245900410.0;LEZENNES;3143;47.0;2486.0;5;59346
COMMUNE_0000000009750543;63471;63;84;200072080.0;YOUX;918;11.0;683.0;5;63471
COMMUNE_0000000009738912;61304;61;28;200035103.0;NEUILLY LE BISSON;302;2.0;1048.0;5;61304
COMMUNE_0000000009737926;91617;91;11;200059228.0;TIGERY;3840;47.0;3306.0;5;91617
COMMUNE_0000000009762255;64058;64;75;246401756.0;ARTHEZ D ASSON;502;;;5;64058
COMMUNE_0000000009732275;14281;14;28;200066801.0;FORMIGNY LA BATAILLE;726;1.0;10257.0;5;14281
COMMUNE_0000000009744461;70452;70;27;247000367.0;ROSEY;274;2.0;525.0;5;70452
COMMUNE_0000000009731870;50070;50;28;200042729.0;BOUTTEVILLE;72;2.0;805.0;5;50070
COMMUNE_0000000009750715;69172;69;84;200040590.0;SALLES ARBUISSONNAS EN BEAUJOLAIS;809;7.0;2211.0;5;69172
COMMUNE_0000000009732069;2598;2;32;200071991.0;PERNANT;661;10.0;1656.0;5;02598
COMMUNE_0000000009760515;64394;64;75;200067296.0;MONPEZAT;81;;;5;64394
COMMUNE_0000000009751947;73011;73;84;200068997.0;ALBERTVILLE;19055;58.0;1705.0;5;73011
COMMUNE_0000000009755434;5152;5;93;200068096.0;SAINT MAURICE EN VALGODEMARD;125;;;5;05152
COMMUNE_0000000009734829;57004;57;44;245701206.0;ACHAIN;83;;;5;57004
COMMUNE_0000000009747794;79134;79;75;247900798.0;GLENAY;568;6.0;729.0;5;79134
COMMUNE_0000000009744929;44139;44;52;200072734.0;QUILLY;1379;27.0;1407.0;5;44139
COMMUNE_0000000009750004;69016;69;84;200067817.0;AZOLETTE;121;;;5;69016
COMMUNE_0000000009735972;77429;77;11;200072544.0;SAINT OUEN SUR MORIN;541;11.0;1986.0;5;77429
COMMUNE_0000000009759459;34221;34;76;243400694.0;PUECHABON;483;6.0;1797.0;5;34221
COMMUNE_0000000009749824;3115;3;84;200071389.0;FLEURIEL;337;8.0;815.0;5;03115
COMMUNE_0000000009727105;59536;59;32;200040947.0;SAINTE MARIE CAPPEL;878;11.0;2225.0;5;59536
COMMUNE_0000000009742198;10118;10;44;200071041.0;CROUTES;100;;;5;10118
COMMUNE_0000000009738274;55430;55;44;200066108.0;RIBEAUCOURT;76;;;5;55430
