ID;INSEE_COM;INSEE_DEP;INSEE_REG;CODE_EPCI;NOM_COM_M;POPULATION;Nb_Ventes;PrixMoyen_M2;nb_digits_code_INSEE;code_commune_n
COMMUNE_0000000009730547;8063;8;44;240800847.0;BESACE;138;;;5;08063
COMMUNE_0000000009728814;80378;80;32;200037059.0;GINCHY;62;1.0;2182.0;5;80378
COMMUNE_0000000009747028;58202;58;27;200067882.0;OUGNY;25;3.0;668.0;5;58202
COMMUNE_0000000009746329;37210;37;24;200043081.0;SAINT BENOIT LA FORET;852;10.0;1705.0;5;37210
COMMUNE_0000000009757544;33190;33;75;200043982.0;GOUALADE;97;2.0;1131.0;5;33190
COMMUNE_0000000009756992;33508;33;75;200044394.0;SAVIGNAC;637;11.0;1579.0;5;33508
COMMUNE_0000000009729302;76564;76;28;200069839.0;SAINT AUBIN SUR MER;185;4.0;2191.0;5;76564
COMMUNE_0000000009762172;31296;31;76;200073146.0;LESTELLE DE SAINT MARTORY;437;3.0;749.0;5;31296
COMMUNE_0000000009734993;77525;77;11;200033090.0;VINANTES;383;5.0;2109.0;5;77525
COMMUNE_0000000009744185;70299;70;27;247000623.0;LAVONCOURT;314;3.0;739.0;5;70299
COMMUNE_0000000009761037;65403;65;76;200072106.0;SANOUS;97;1.0;1652.0;5;65403
COMMUNE_0000000009742134;70242;70;27;200041721.0;FONTENOIS LA VILLE;136;4.0;523.0;5;70242
COMMUNE_0000000009753756;38218;38;84;200059392.0;MARCILLOLES;1071;4.0;1151.0;5;38218
COMMUNE_0000000009756156;26015;26;84;200040509.0;AUBENASSON;67;;;5;26015
COMMUNE_0000000009759234;12067;12;76;241200906.0;CLAPIER;79;;;5;12067
COMMUNE_0000000009742582;45314;45;24;244500427.0;SULLY LA CHAPELLE;421;7.0;1416.0;5;45314
COMMUNE_0000000009756829;5167;5;93;200068765.0;SIGOTTIER;90;;;5;05167
COMMUNE_0000000009752834;42122;42;84;200065886.0;LEZIGNEUX;1701;13.0;1738.0;5;42122
COMMUNE_0000000009755623;33078;33;75;243301454.0;CABARA;515;10.0;1632.0;5;33078
COMMUNE_0000000009758143;30129;30;76;200066918.0;GENERARGUES;704;3.0;2650.0;5;30129
COMMUNE_0000000009754311;19015;19;75;200043172.0;AYEN;721;6.0;1164.0;5;19015
COMMUNE_0000000009758679;6015;6;93;240600593.0;BERRE LES ALPES;1259;17.0;2847.0;5;06015
COMMUNE_0000000009752385;24070;24;75;200071819.0;BUSSEROLLES;501;8.0;985.0;5;24070
COMMUNE_0000000009742428;70071;70;27;247000854.0;BEULOTTE SAINT LAURENT;58;3.0;2680.0;5;70071
COMMUNE_0000000009750276;42163;42;84;200035731.0;PACAUDIERE;1050;12.0;995.0;5;42163
COMMUNE_0000000009745133;18259;18;24;200069227.0;SURY ES BOIS;264;2.0;997.0;5;18259
COMMUNE_0000000009734042;27589;27;28;242700623.0;SAINT PIERRE DE BAILLEUL;963;1.0;2309.0;5;27589
COMMUNE_0000000009741284;45159;45;24;200071850.0;GRANGERMONT;194;4.0;1467.0;5;45159
COMMUNE_0000000009732178;76039;76;28;200023414.0;AUTHIEUX SUR LE PORT SAINT OUEN;1254;9.0;1764.0;5;76039
COMMUNE_0000000009746389;44039;44;52;200067346.0;CHEIX EN RETZ;1047;18.0;2510.0;5;44039
COMMUNE_0000000009745047;21056;21;27;200072825.0;BEIRE LE CHATEL;849;6.0;1426.0;5;21056
COMMUNE_0000000009760223;32234;32;76;200023620.0;MARESTAING;313;1.0;2155.0;5;32234
COMMUNE_0000000009731601;8086;8;44;240800920.0;BRIQUENAY;102;;;5;08086
COMMUNE_0000002200276591;60054;60;32;246000582.0;HAUTS TALICAN;884;16.0;1740.0;5;60054
COMMUNE_0000000009738803;77089;77;11;247700701.0;CHAPELLE RABLAIS;965;14.0;2042.0;5;77089
COMMUNE_0000000009757318;46010;46;76;244600532.0;AUJOLS;363;1.0;923.0;5;46010
COMMUNE_0000000009753467;73257;73;84;200023299.0;BELLEVILLE;3488;41.0;4961.0;5;73257
COMMUNE_0000000009750436;74066;74;84;200070852.0;CHAVANNAZ;233;1.0;4137.0;5;74066
COMMUNE_0000000009746537;58205;58;27;200067890.0;OUROUX EN MORVAN;632;15.0;1039.0;5;58205
COMMUNE_0000000009758485;4031;4;93;200067437.0;BRAS D ASSE;574;9.0;1912.0;5;04031
COMMUNE_0000000009756038;24206;24;75;200041051.0;GRIVES;131;;;5;24206
COMMUNE_0000000009733665;14738;14;28;200065597.0;VERSON;3557;4.0;2269.0;5;14738
COMMUNE_0000000009758201;82112;82;76;200066322.0;MOISSAC;12652;138.0;1213.0;5;82112
COMMUNE_0000000009730465;76725;76;28;247600505.0;VATTETOT SOUS BEAUMONT;581;7.0;1544.0;5;76725
COMMUNE_0000000009750642;17063;17;75;200041614.0;BREUIL LA REORTE;456;1.0;1718.0;5;17063
COMMUNE_0000000009756461;46015;46;76;200067361.0;BAGNAC SUR CELE;1477;7.0;1208.0;5;46015
COMMUNE_0000000009742312;72184;72;52;200040475.0;MAREIL EN CHAMPAGNE;381;4.0;3686.0;5;72184
COMMUNE_0000000009729923;2634;2;32;240200634.0;RAILLIMONT;78;;;5;02634
COMMUNE_0000002200276530;30339;30;76;200034601.0;VAL D AIGOUAL;1469;34.0;1439.0;5;30339
COMMUNE_0000000009740135;91544;91;11;200017846.0;SAINT CYR LA RIVIERE;517;7.0;2261.0;5;91544
COMMUNE_0000000009753115;63275;63;84;200070407.0;PERRIER;893;8.0;1501.0;5;63275
COMMUNE_0000000009739949;88398;88;44;200071066.0;ROUGES EAUX;89;2.0;930.0;5;88398
COMMUNE_0000000009729250;80699;80;32;200071181.0;SAINT AUBIN RIVIERE;111;;;5;80699
COMMUNE_0000000009733999;95328;95;11;249500430.0;LABBEVILLE;617;12.0;3387.0;5;95328
COMMUNE_0000000009735302;57551;57;44;200068146.0;POSTROFF;210;;;5;57551
COMMUNE_0000000009751553;63089;63;84;200070753.0;CHAPPES;1667;16.0;1943.0;5;63089
COMMUNE_0000000009736928;51420;51;44;200067379.0;OUTREPONT;86;;;5;51420
COMMUNE_0000000009745602;25265;25;27;242500361.0;GENEUILLE;1342;3.0;2593.0;5;25265
COMMUNE_0000000009759867;83028;83;93;248300493.0;CALLAS;1880;17.0;2921.0;5;83028
COMMUNE_0000000009736368;54215;54;44;245400601.0;FROUARD;6566;59.0;1700.0;5;54215
COMMUNE_0000000009750696;1314;1;84;200029999.0;PRIAY;1707;11.0;1731.0;5;01314
COMMUNE_0000000009756997;33021;33;75;200044394.0;AUROS;1017;16.0;1904.0;5;33021
COMMUNE_0000000009734679;14039;14;28;200066710.0;BARBERY;820;1.0;1797.0;5;14039
COMMUNE_0000000009742101;68315;68;44;246800569.0;SOULTZ HAUT RHIN;7111;;;5;68315
COMMUNE_0000000009751081;87118;87;75;248719312.0;PEYRILHAC;1263;17.0;1096.0;5;87118
COMMUNE_0000000009746478;21103;21;27;242101509.0;BRAZEY EN PLAINE;2391;7.0;1521.0;5;21103
COMMUNE_0000000009735517;92036;92;11;200054781.0;GENNEVILLIERS;46653;152.0;4213.0;5;92036
COMMUNE_0000000009737024;92060;92;11;200054781.0;PLESSIS ROBINSON;29028;391.0;5326.0;5;92060
COMMUNE_0000000009729746;80301;80;32;200071181.0;FAMECHON;260;3.0;1498.0;5;80301
COMMUNE_0000000009752638;24381;24;75;200071819.0;SAINT BARTHELEMY DE BUSSIERE;212;1.0;1211.0;5;24381
COMMUNE_0000000009746010;18272;18;24;200069227.0;VEAUGUES;654;8.0;740.0;5;18272
COMMUNE_0000000009745897;25414;25;27;200041887.0;MOUTHEROT;129;;;5;25414
COMMUNE_0000000009736109;27230;27;28;200040277.0;EZY SUR EURE;3658;11.0;1662.0;5;27230
COMMUNE_0000000009746772;71165;71;27;200070530.0;CUSSY EN MORVAN;409;11.0;1147.0;5;71165
COMMUNE_0000000009745558;25554;25;27;242504371.0;SURMONT;124;;;5;25554
COMMUNE_0000000009757723;47058;47;75;244701355.0;CAUBEYRES;252;3.0;911.0;5;47058
COMMUNE_0000000009732686;14316;14;28;200065563.0;GRANGUES;241;6.0;2536.0;5;14316
COMMUNE_0000000009733139;27605;27;28;200066017.0;SAINT SYLVESTRE DE CORMEILLES;250;;;5;27605
COMMUNE_0000000009760839;64083;64;75;200067288.0;AUTEVIELLE SAINT MARTIN BIDEREN;212;1.0;354.0;5;64083
COMMUNE_0000000009733902;51488;51;44;245100615.0;SAINT IMOGES;318;3.0;3700.0;5;51488
COMMUNE_0000000009729785;76283;76;28;200070068.0;FRESLES;235;2.0;1373.0;5;76283
COMMUNE_0000000009748258;39232;39;27;243900610.0;FORT DU PLASNE;442;5.0;1093.0;5;39232
COMMUNE_0000000009737088;27182;27;28;200066462.0;COURTEILLES;147;1.0;1615.0;5;27182
COMMUNE_0000000009732024;2656;2;32;240200576.0;ROUCY;388;4.0;1042.0;5;02656
COMMUNE_0000000009737767;54163;54;44;200069433.0;DOMJEVIN;254;3.0;567.0;5;54163
COMMUNE_0000000009746793;58207;58;27;245804406.0;PARIGNY LES VAUX;960;15.0;1182.0;5;58207
COMMUNE_0000000009728029;62037;62;32;200033579.0;ANZIN SAINT AUBIN;2755;41.0;1982.0;5;62037
COMMUNE_0000000009755767;46017;46;76;200066371.0;BANNES;128;1.0;882.0;5;46017
COMMUNE_0000000009741305;28364;28;24;242852465.0;SANCHEVILLE;832;11.0;1272.0;5;28364
COMMUNE_0000000009742167;52432;52;44;200072999.0;ROLAMPONT;1512;13.0;838.0;5;52432
COMMUNE_0000000009741847;52401;52;44;200068658.0;POULANGY;400;2.0;837.0;5;52401
COMMUNE_0000000009762932;11031;11;76;200043776.0;BELFORT SUR REBENTY;30;1.0;1143.0;5;11031
COMMUNE_0000000009731214;57214;57;44;245700695.0;FIXEM;423;;;5;57214
COMMUNE_0000000009727921;62661;62;32;200044030.0;BOUIN PLUMOISON;493;2.0;1048.0;5;62661
COMMUNE_0000000009736474;77240;77;11;200072544.0;JOUY SUR MORIN;2098;31.0;2015.0;5;77240
COMMUNE_0000000009735285;67133;67;44;200067783.0;ESCHBOURG;483;;;5;67133
COMMUNE_0000000009754120;24115;24;75;200040392.0;CHATEAU L EVEQUE;2149;14.0;1376.0;5;24115
COMMUNE_0000000009741662;28233;28;24;200069961.0;MARBOUE;1133;14.0;1025.0;5;28233
COMMUNE_0000000009762129;9180;9;76;200044469.0;MANSES;129;;;5;09180
COMMUNE_0000000009748838;85223;85;52;200073260.0;SAINTE HERMINE;2899;44.0;1090.0;5;85223
COMMUNE_0000000009760254;32164;32;76;243200508.0;JUILLAC;124;1.0;1083.0;5;32164
COMMUNE_0000000009760762;32252;32;76;243200425.0;MIELAN;1149;12.0;1127.0;5;32252
COMMUNE_0000000009740580;28119;28;24;200070167.0;CROIX DU PERCHE;165;6.0;1238.0;5;28119
COMMUNE_0000000009745604;25186;25;27;242500361.0;CUSSEY SUR L OGNON;1029;3.0;2035.0;5;25186
COMMUNE_0000000009754619;38018;38;84;200070431.0;AUBERIVES EN ROYANS;382;;;5;38018
COMMUNE_0000000009761036;65035;65;76;200072106.0;ARTAGNAN;513;4.0;966.0;5;65035
COMMUNE_0000000009730420;76369;76;28;200070449.0;HOUSSAYE BERANGER;535;3.0;2089.0;5;76369
COMMUNE_0000000009761315;65146;65;76;200069300.0;CHIS;315;;;5;65146
COMMUNE_0000000009749279;74157;74;84;200067551.0;LYAUD;1713;12.0;3452.0;5;74157
COMMUNE_0000000009761779;65272;65;76;200070803.0;LHEZ;77;1.0;1058.0;5;65272
COMMUNE_0000000009742360;56180;56;53;200066785.0;PORCARO;722;7.0;972.0;5;56180
COMMUNE_0000000009735053;78642;78;11;200059889.0;VERNEUIL SUR SEINE;15475;213.0;3364.0;5;78642
COMMUNE_0000000009759344;40070;40;75;244000824.0;CASTANDET;396;7.0;1658.0;5;40070
COMMUNE_0000000009736775;67389;67;44;246700488.0;REICHSTETT;4430;;;5;67389
COMMUNE_0000000009731412;60290;60;32;200067999.0;GUIGNECOURT;384;3.0;1964.0;5;60290
COMMUNE_0000000009755754;15030;15;84;200066678.0;CAYROLS;294;1.0;649.0;5;15030
COMMUNE_0000000009745202;49007;49;52;244900015.0;ANGERS;151229;2820.0;2286.0;5;49007
COMMUNE_0000000009746150;25058;25;27;242500361.0;BEURE;1364;10.0;1799.0;5;25058
COMMUNE_0000000009755890;33090;33;75;243301165.0;CANEJAN;5520;65.0;3513.0;5;33090
COMMUNE_0000000009728252;80810;80;32;200069672.0;VITZ SUR AUTHIE;127;2.0;1035.0;5;80810
COMMUNE_0000000009762009;65338;65;76;246500482.0;ORIGNAC;263;;;5;65338
COMMUNE_0000000009727138;62076;62;32;200072478.0;BAINGHEN;232;2.0;1221.0;5;62076
COMMUNE_0000000009749036;85176;85;52;200071934.0;PISSOTTE;1127;10.0;1136.0;5;85176
COMMUNE_0000000009745988;58015;58;27;200067692.0;ASNAN;127;1.0;648.0;5;58015
COMMUNE_0000000009745595;25014;25;27;242500361.0;AMAGNEY;807;3.0;1274.0;5;25014
COMMUNE_0000000009746386;44133;44;52;200067346.0;PORT SAINT PERE;2910;49.0;2286.0;5;44133
COMMUNE_0000000009732121;60313;60;32;200067999.0;HERMES;2494;21.0;1919.0;5;60313
COMMUNE_0000000009741640;45214;45;24;244500484.0;MONTIGNY;249;8.0;1393.0;5;45214
COMMUNE_0000000009753239;73015;73;84;200040798.0;ALLUES;1829;12.0;6918.0;5;73015
COMMUNE_0000000009735833;57625;57;44;245701206.0;SALONNES;193;;;5;57625
COMMUNE_0000000009741147;88381;88;44;200068773.0;RELANGES;211;4.0;622.0;5;88381
COMMUNE_0000000009728298;59194;59;32;200043321.0;ENGLEFONTAINE;1307;19.0;1119.0;5;59194
COMMUNE_0000000009732249;14565;14;28;241400555.0;SAINT COME DE FRESNE;265;;;5;14565
COMMUNE_0000000009731189;50176;50;28;200067205.0;ETANG BERTRAND;338;3.0;1208.0;5;50176
COMMUNE_0000000009733069;27026;27;28;200071843.0;AUTHEVERNES;397;1.0;1891.0;5;27026
COMMUNE_0000000009741945;45341;45;24;200035764.0;VILLENEUVE SUR CONIE;209;2.0;994.0;5;45341
COMMUNE_0000000009762115;11032;11;76;200071926.0;BELLEGARDE DU RAZES;234;2.0;1311.0;5;11032
COMMUNE_0000000009753694;17424;17;75;200041523.0;SEMOUSSAC;343;1.0;1250.0;5;17424
COMMUNE_0000000009760424;31439;31;76;200071298.0;PRESERVILLE;718;5.0;2402.0;5;31439
COMMUNE_0000000009763433;66142;66;76;246600464.0;PLANES;53;;;5;66142
COMMUNE_0000000009733542;27408;27;28;200072312.0;MEZIERES EN VEXIN;620;;;5;27408
COMMUNE_0000000009741454;68351;68;44;200066025.0;VOGELGRUN;659;;;5;68351
COMMUNE_0000000009741832;88248;88;44;200068773.0;ISCHES;159;1.0;769.0;5;88248
COMMUNE_0000000009740120;91463;91;11;249100157.0;ONCY SUR ECOLE;1024;13.0;2633.0;5;91463
COMMUNE_0000000009730728;76535;76;28;200069730.0;RONCHEROLLES EN BRAY;488;10.0;1481.0;5;76535
COMMUNE_0000000009728864;80488;80;32;200070993.0;LONGPRE LES CORPS SAINTS;1656;25.0;1440.0;5;80488
COMMUNE_0000000221463606;31300;31;76;200072643.0;LIEOUX;126;1.0;1098.0;5;31300
COMMUNE_0000000009758480;4022;4;93;200068625.0;BARREME;439;8.0;1125.0;5;04022
COMMUNE_0000000009754849;7039;7;84;200073096.0;BOZAS;243;1.0;833.0;5;07039
COMMUNE_0000000009734464;2465;2;32;240200584.0;MARIGNY EN ORXOIS;484;9.0;1560.0;5;02465
COMMUNE_0000000009758222;47133;47;75;200068948.0;LAMONTJOIE;523;7.0;1062.0;5;47133
COMMUNE_0000000009742068;29136;29;53;242900694.0;LOCUNOLE;1152;6.0;1259.0;5;29136
COMMUNE_0000000009751872;16398;16;75;200072049.0;VERNEUIL;98;1.0;1209.0;5;16398
COMMUNE_0000000009739871;22069;22;53;200068989.0;GUENROC;219;6.0;1245.0;5;22069
COMMUNE_0000000009745245;25402;25;27;200023075.0;MONTJOIE LE CHATEAU;28;;;5;25402
COMMUNE_0000000009727497;62562;62;32;200069235.0;MATRINGHEM;191;1.0;950.0;5;62562
COMMUNE_0000000009741866;10029;10;44;200069003.0;BALNOT SUR LAIGNES;154;;;5;10029
COMMUNE_0000000009748254;25142;25;27;200069565.0;CHAUX NEUVE;312;1.0;3206.0;5;25142
COMMUNE_0000000009745310;25073;25;27;242500361.0;BONNAY;841;;;5;25073
COMMUNE_0000000009757720;47251;47;75;200068922.0;SAINT LEON;318;2.0;1000.0;5;47251
COMMUNE_0000000009760848;64282;64;75;200067106.0;JATXOU;1142;2.0;2170.0;5;64282
COMMUNE_0000000009757541;47026;47;75;244701355.0;BEAUZIAC;248;8.0;1772.0;5;47026
COMMUNE_0000000009750629;17401;17;75;200041689.0;SAINT SEVERIN SUR BOUTONNE;102;2.0;773.0;5;17401
COMMUNE_0000000009762469;65182;65;76;200070811.0;GAILLAGOS;128;1.0;1875.0;5;65182
COMMUNE_0000000009736026;93063;93;11;200054781.0;ROMAINVILLE;26510;185.0;5141.0;5;93063
COMMUNE_0000000009730041;80349;80;32;200070969.0;FRANSURES;134;;;5;80349
COMMUNE_0000000009728687;80470;80;32;248000747.0;LEALVILLERS;167;;;5;80470
COMMUNE_0000000009737742;67500;67;44;246700306.0;URMATT;1487;;;5;67500
COMMUNE_0000000009730806;76167;76;28;200084952.0;CAUVILLE SUR MER;1524;20.0;2313.0;5;76167
COMMUNE_0000000009738765;51155;51;44;200066835.0;CLESLES;628;;;5;51155
COMMUNE_0000000009754077;19208;19;75;241900133.0;SAINT HILAIRE FOISSAC;194;3.0;976.0;5;19208
COMMUNE_0000000009737176;50271;50;28;200069425.0;LINGEARD;79;;;5;50271
COMMUNE_0000000009729395;2060;2;32;240200493.0;BEAUVOIS EN VERMANDOIS;275;;;5;02060
COMMUNE_0000000009744229;21516;21;27;242101491.0;QUINCEROT;77;;;5;21516
COMMUNE_0000000009744142;70271;70;27;247000714.0;GOUHENANS;395;7.0;1207.0;5;70271
COMMUNE_0000000009730613;2041;2;32;200071785.0;AUTREVILLE;815;4.0;1028.0;5;02041
COMMUNE_0000000009756962;47179;47;75;200068930.0;MONSEMPRON LIBOS;2101;21.0;938.0;5;47179
COMMUNE_0000000009744892;37137;37;24;200072981.0;LUBLE;145;1.0;387.0;5;37137
COMMUNE_0000000009749701;17303;17;75;200041499.0;RONDE;1055;19.0;1405.0;5;17303
COMMUNE_0000000009732056;2805;2;32;240200477.0;VILLENEUVE SAINT GERMAIN;2517;24.0;1469.0;5;02805
COMMUNE_0000000009761577;64216;64;75;200067296.0;ESPOEY;1139;1.0;1471.0;5;64216
COMMUNE_0000000009746433;25149;25;27;200068070.0;CHENECEY BUILLON;520;;;5;25149
COMMUNE_0000000009735438;51381;51;44;200066850.0;MONTMORT LUCY;603;7.0;2491.0;5;51381
COMMUNE_0000000009747719;58055;58;27;200067700.0;CHAMPVERT;819;16.0;1089.0;5;58055
COMMUNE_0000000009729614;2038;2;32;240200634.0;AUTELS;58;;;5;02038
COMMUNE_0000000009749169;3202;3;84;200071496.0;NOYANT D ALLIER;653;11.0;707.0;5;03202
COMMUNE_0000000009760797;64361;64;75;200067296.0;LUSSAGNET LUSSON;168;;;5;64361
COMMUNE_0000000009763385;66068;66;76;200049211.0;ESCARO;109;1.0;909.0;5;66068
COMMUNE_0000000009746536;58125;58;27;200067890.0;GIEN SUR CURE;95;2.0;680.0;5;58125
COMMUNE_0000000009741438;56110;56;53;245614417.0;LIGNOL;869;17.0;856.0;5;56110
COMMUNE_0000000009728277;59649;59;32;200043263.0;WATTIGNIES LA VICTOIRE;244;3.0;988.0;5;59649
COMMUNE_0000000009741642;45011;45;24;244500542.0;ATTRAY;210;4.0;1620.0;5;45011
COMMUNE_0000000009749553;1236;1;84;200071751.0;MARSONNAS;981;5.0;1825.0;5;01236
COMMUNE_0000000009750317;3161;3;84;200071082.0;MARCILLAT EN COMBRAILLE;898;4.0;921.0;5;03161
COMMUNE_0000000009757219;4058;4;93;200067825.0;CLARET;268;2.0;2583.0;5;04058
COMMUNE_0000000009751684;17058;17;75;241700699.0;BOURCEFRANC LE CHAPUS;3447;40.0;1849.0;5;17058
COMMUNE_0000000009734603;27099;27;28;200071454.0;BOULAY MORIN;771;2.0;1817.0;5;27099
COMMUNE_0000000009760704;31058;31;76;243100633.0;BELBEZE DE LAURAGAIS;121;1.0;2250.0;5;31058
COMMUNE_0000000009740398;88385;88;44;200068682.0;REMONCOURT;610;5.0;816.0;5;88385
COMMUNE_0000000009743518;52023;52;44;200027308.0;AUBERIVE;181;;;5;52023
COMMUNE_0000000009759962;81298;81;76;200034023.0;TEULAT;494;3.0;2114.0;5;81298
COMMUNE_0000000009729973;2246;2;32;200071892.0;CUGNY;601;5.0;1139.0;5;02246
COMMUNE_0000000009759620;6090;6;93;200039857.0;PEGOMAS;7909;48.0;3999.0;5;06090
COMMUNE_0000000009757118;12148;12;76;241200674.0;MONTBAZENS;1393;3.0;1219.0;5;12148
COMMUNE_0000000009750787;23234;23;75;200067593.0;SAINT PRIEST;162;1.0;750.0;5;23234
COMMUNE_0000000009742737;68334;68;44;200036465.0;THANN;7838;;;5;68334
COMMUNE_0000000009753018;38520;38;84;200068567.0;VALENCOGNE;678;;;5;38520
COMMUNE_0000000009746249;58180;58;27;200067890.0;MONTSAUCHE LES SETTONS;531;12.0;1306.0;5;58180
COMMUNE_0000000009752424;16169;16;75;200070514.0;JAVREZAC;591;10.0;1255.0;5;16169
COMMUNE_0000000009733690;14506;14;28;200066801.0;PLANQUERY;239;2.0;1579.0;5;14506
COMMUNE_0000000009742418;68344;68;44;246800205.0;URBES;434;;;5;68344
COMMUNE_0000000009743005;35012;35;53;200070662.0;BAIN DE BRETAGNE;7243;95.0;1645.0;5;35012
COMMUNE_0000000009751909;17426;17;75;200036473.0;SEURE;252;5.0;1239.0;5;17426
COMMUNE_0000000009730565;8117;8;44;240800862.0;CHESNOIS AUBONCOURT;173;;;5;08117
COMMUNE_0000000009734630;27129;27;28;200066413.0;CAORCHES SAINT NICOLAS;585;;;5;27129
COMMUNE_0000000009738197;54040;54;44;200069433.0;BADONVILLER;1554;10.0;892.0;5;54040
COMMUNE_0000000009748833;85056;85;52;200073260.0;CHAPELLE THEMER;382;8.0;1292.0;5;85056
COMMUNE_0000000009761949;31267;31;76;200066819.0;LAHITERE;57;;;5;31267
COMMUNE_0000000009741571;10229;10;44;200069250.0;MAUPAS;107;4.0;1323.0;5;10229
COMMUNE_0000000009739536;88182;88;44;200071066.0;FRAPELLE;193;2.0;1180.0;5;88182
COMMUNE_0000000009743575;45079;45;24;200067676.0;CHARME;148;3.0;909.0;5;45079
COMMUNE_0000000009757175;47042;47;75;244701405.0;BRUGNAC;181;2.0;1114.0;5;47042
COMMUNE_0000000009729125;2574;2;32;240200600.0;ORIGNY EN THIERACHE;1461;9.0;851.0;5;02574
COMMUNE_0000000009757112;12215;12;76;241200641.0;SAINT CHRISTOPHE VALLON;1137;1.0;1703.0;5;12215
COMMUNE_0000000009743693;44123;44;52;243500741.0;PIERRIC;983;18.0;1133.0;5;44123
COMMUNE_0000000009744482;70204;70;27;247000623.0;DENEVRE;169;;;5;70204
COMMUNE_0000002200276557;40197;40;75;244000691.0;MORCENX LA NOUVELLE;5077;57.0;1627.0;5;40197
COMMUNE_0000000009733753;57089;57;44;200069441.0;BITCHE;5179;;;5;57089
COMMUNE_0000000009757453;48194;48;76;200069136.0;VIALAS;434;11.0;1981.0;5;48194
COMMUNE_0000000009728093;80248;80;32;200070936.0;DOMPIERRE SUR AUTHIE;406;8.0;1275.0;5;80248
COMMUNE_0000000009748221;79255;79;75;200041333.0;SAINT GERMAIN DE LONGUE CHAUME;404;4.0;650.0;5;79255
COMMUNE_0000000009728353;62406;62;32;200035442.0;HAMELINCOURT;256;3.0;1752.0;5;62406
COMMUNE_0000000009762059;64404;64;75;200067106.0;MONTORY;301;1.0;377.0;5;64404
COMMUNE_0000000009734764;67176;67;44;246701098.0;GUNDERSHOFFEN;3656;;;5;67176
COMMUNE_0000000009741743;35281;35;53;243500139.0;SAINT JACQUES DE LA LANDE;12917;158.0;2501.0;5;35281
COMMUNE_0000000009727592;62400;62;32;200072460.0;HAILLICOURT;4942;14.0;1233.0;5;62400
COMMUNE_0000000009727953;59357;59;32;200043321.0;LONGUEVILLE;2117;15.0;1497.0;5;59357
COMMUNE_0000000009747322;37107;37;24;200071587.0;FERRIERE LARCON;250;4.0;1088.0;5;37107
COMMUNE_0000000009741100;68331;68;44;246800726.0;SUNDHOFFEN;1947;;;5;68331
COMMUNE_0000000009758867;32239;32;76;243200391.0;MARSOLAN;465;6.0;1857.0;5;32239
COMMUNE_0000000009739701;77051;77;11;200040251.0;BRAY SUR SEINE;2211;20.0;1554.0;5;77051
COMMUNE_0000000009748068;39388;39;27;200069615.0;NEVY SUR SEILLE;212;1.0;656.0;5;39388
COMMUNE_0000000009761622;64013;64;75;200067106.0;AINHICE MONGELOS;171;;;5;64013
COMMUNE_0000000009742679;35322;35;53;200070662.0;SEL DE BRETAGNE;1097;19.0;1440.0;5;35322
COMMUNE_0000000009738534;22172;22;53;200068989.0;PLANCOET;3022;55.0;1470.0;5;22172
COMMUNE_0000000009727603;62652;62;32;200069672.0;PERNES;1639;25.0;1198.0;5;62652
COMMUNE_0000000009757335;47072;47;75;200068930.0;COURBIAC;119;3.0;2976.0;5;47072
COMMUNE_0000000009763585;2A349;2A;94;242010130.0;VIGGIANELLO;770;5.0;4046.0;5;2A349
COMMUNE_0000000009737078;27378;27;28;200040277.0;MADELEINE DE NONANCOURT;1148;3.0;1564.0;5;27378
COMMUNE_0000000009743130;70423;70;27;200036150.0;PREIGNEY;108;;;5;70423
COMMUNE_0000000009741520;88258;88;44;200068773.0;LAMARCHE;939;4.0;694.0;5;88258
COMMUNE_0000000009744138;70187;70;27;247000714.0;CREVANS ET LA CHAPELLE LES GRANGES;264;1.0;1432.0;5;70187
COMMUNE_0000000009736998;94071;94;11;200054781.0;SUCY EN BRIE;26279;315.0;3887.0;5;94071
COMMUNE_0000000009742966;72293;72;52;247200629.0;SAINT JEAN DU BOIS;631;9.0;1093.0;5;72293
COMMUNE_0000000009746106;44162;44;52;244400404.0;SAINT HERBLAIN;46603;911.0;2510.0;5;44162
COMMUNE_0000000009738833;91330;91;11;249100553.0;LARDY;5514;76.0;2919.0;5;91330
COMMUNE_0000000009757042;26104;26;84;200068229.0;CORNILLAC;81;;;5;26104
COMMUNE_0000000009738136;29163;29;53;242900835.0;PLEYBER CHRIST;3116;13.0;1277.0;5;29163
COMMUNE_0000000009738649;54216;54;44;200067643.0;FROVILLE;123;2.0;1016.0;5;54216
COMMUNE_0000000009762447;65144;65;76;200069300.0;CHEUST;87;1.0;2531.0;5;65144
COMMUNE_0000000009760778;32099;32;76;243200508.0;CAZAUX VILLECOMTAL;72;;;5;32099
COMMUNE_0000000009754634;26179;26;84;200073096.0;MERCUROL VEAUNES;2623;7.0;2496.0;5;26179
COMMUNE_0000000009759570;32209;32;76;200035632.0;LELIN LAPUJOLLE;275;2.0;2031.0;5;32209
COMMUNE_0000000009756726;46064;46;76;200023737.0;CATUS;871;8.0;979.0;5;46064
COMMUNE_0000000009754243;43102;43;84;244301016.0;GRAZAC;1044;9.0;1308.0;5;43102
COMMUNE_0000000009747417;39133;39;27;200071595.0;CHAUX CHAMPAGNY;73;;;5;39133
COMMUNE_0000000009754290;19075;19;75;241927201.0;ESPAGNAC;373;9.0;1001.0;5;19075
COMMUNE_0000000009737596;61473;61;28;200068450.0;SEVRAI;254;1.0;1125.0;5;61473
